"Occupations","Gender","Boroughs","year","Salary","year_range"
"Law enforcement workers including supervisors","Female","New York County","year2011",66269,"year2010_2013"
"Law enforcement workers including supervisors","Female","New York County","year2012",60972,"year2010_2013"
"Law enforcement workers including supervisors","Female","New York County","year2013",55500,"year2010_2013"
"Law enforcement workers including supervisors","Female","New York County","year2014",82315,"year2014_2016"
"Law enforcement workers including supervisors","Female","New York County","year2015",59663,"year2014_2016"
"Law enforcement workers including supervisors","Female","New York County","year2016",65719,"year2014_2016"
"Law enforcement workers including supervisors","Female","New York County","year2017",57099,"year2017_2019"
"Law enforcement workers including supervisors","Female","New York County","year2018",46140,"year2017_2019"
"Law enforcement workers including supervisors","Female","New York County","year2019",100218,"year2017_2019"
"Food preparation and serving related occupations","Female","New York County","year2010",16938,"year2010_2013"
"Food preparation and serving related occupations","Female","New York County","year2011",23286,"year2010_2013"
"Food preparation and serving related occupations","Female","New York County","year2012",17476,"year2010_2013"
"Food preparation and serving related occupations","Female","New York County","year2013",20657,"year2010_2013"
"Food preparation and serving related occupations","Female","New York County","year2014",16709,"year2014_2016"
"Food preparation and serving related occupations","Female","New York County","year2015",18407,"year2014_2016"
"Food preparation and serving related occupations","Female","New York County","year2016",20392,"year2014_2016"
"Food preparation and serving related occupations","Female","New York County","year2017",21326,"year2017_2019"
"Food preparation and serving related occupations","Female","New York County","year2018",22397,"year2017_2019"
"Food preparation and serving related occupations","Female","New York County","year2019",25305,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2010",14168,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2011",16025,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2012",17514,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2013",21723,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2014",19865,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2015",15391,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2016",16030,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2017",19357,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2018",20653,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2019",31662,"year2017_2019"
"Personal care and service occupations","Female","New York County","year2010",16656,"year2010_2013"
"Personal care and service occupations","Female","New York County","year2011",15232,"year2010_2013"
"Personal care and service occupations","Female","New York County","year2012",15001,"year2010_2013"
"Personal care and service occupations","Female","New York County","year2013",15687,"year2010_2013"
"Personal care and service occupations","Female","New York County","year2014",17158,"year2014_2016"
"Personal care and service occupations","Female","New York County","year2015",20180,"year2014_2016"
"Personal care and service occupations","Female","New York County","year2016",15073,"year2014_2016"
"Personal care and service occupations","Female","New York County","year2017",17104,"year2017_2019"
"Personal care and service occupations","Female","New York County","year2018",20002,"year2017_2019"
"Personal care and service occupations","Female","New York County","year2019",20345,"year2017_2019"
"Sales and related occupations","Female","New York County","year2010",41546,"year2010_2013"
"Sales and related occupations","Female","New York County","year2011",37358,"year2010_2013"
"Sales and related occupations","Female","New York County","year2012",42354,"year2010_2013"
"Sales and related occupations","Female","New York County","year2013",50930,"year2010_2013"
"Sales and related occupations","Female","New York County","year2014",50879,"year2014_2016"
"Sales and related occupations","Female","New York County","year2015",46255,"year2014_2016"
"Sales and related occupations","Female","New York County","year2016",51245,"year2014_2016"
"Sales and related occupations","Female","New York County","year2017",52972,"year2017_2019"
"Sales and related occupations","Female","New York County","year2018",55084,"year2017_2019"
"Sales and related occupations","Female","New York County","year2019",51830,"year2017_2019"
"Office and administrative support occupations","Female","New York County","year2010",40056,"year2010_2013"
"Office and administrative support occupations","Female","New York County","year2011",35614,"year2010_2013"
"Office and administrative support occupations","Female","New York County","year2012",34682,"year2010_2013"
"Office and administrative support occupations","Female","New York County","year2013",36827,"year2010_2013"
"Office and administrative support occupations","Female","New York County","year2014",38024,"year2014_2016"
"Office and administrative support occupations","Female","New York County","year2015",37046,"year2014_2016"
"Office and administrative support occupations","Female","New York County","year2016",39315,"year2014_2016"
"Office and administrative support occupations","Female","New York County","year2017",39227,"year2017_2019"
"Office and administrative support occupations","Female","New York County","year2018",46525,"year2017_2019"
"Office and administrative support occupations","Female","New York County","year2019",45350,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","New York County","year2010",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","New York County","year2011",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","New York County","year2012",14848,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","New York County","year2013",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","New York County","year2014",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","New York County","year2015",3114,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","New York County","year2016",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","New York County","year2017",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","New York County","year2018",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","New York County","year2019",NA,"year2017_2019"
"Construction and extraction occupations","Female","New York County","year2010",4883,"year2010_2013"
"Construction and extraction occupations","Female","New York County","year2011",45460,"year2010_2013"
"Construction and extraction occupations","Female","New York County","year2012",90369,"year2010_2013"
"Construction and extraction occupations","Female","New York County","year2013",22149,"year2010_2013"
"Construction and extraction occupations","Female","New York County","year2014",37234,"year2014_2016"
"Construction and extraction occupations","Female","New York County","year2015",60641,"year2014_2016"
"Construction and extraction occupations","Female","New York County","year2016",57971,"year2014_2016"
"Construction and extraction occupations","Female","New York County","year2017",61785,"year2017_2019"
"Construction and extraction occupations","Female","New York County","year2018",201238,"year2017_2019"
"Construction and extraction occupations","Female","New York County","year2019",41884,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","New York County","year2010",12387,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","New York County","year2011",30916,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","New York County","year2012",50203,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","New York County","year2013",55055,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","New York County","year2014",42260,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","New York County","year2015",22155,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","New York County","year2016",81594,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","New York County","year2017",47288,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","New York County","year2018",12239,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","New York County","year2019",50428,"year2017_2019"
"Production occupations","Female","New York County","year2010",18920,"year2010_2013"
"Production occupations","Female","New York County","year2011",18326,"year2010_2013"
"Production occupations","Female","New York County","year2012",18637,"year2010_2013"
"Production occupations","Female","New York County","year2013",22881,"year2010_2013"
"Production occupations","Female","New York County","year2014",12380,"year2014_2016"
"Production occupations","Female","New York County","year2015",16460,"year2014_2016"
"Production occupations","Female","New York County","year2016",25687,"year2014_2016"
"Production occupations","Female","New York County","year2017",27158,"year2017_2019"
"Production occupations","Female","New York County","year2018",36768,"year2017_2019"
"Production occupations","Female","New York County","year2019",27432,"year2017_2019"
"Transportation occupations","Female","New York County","year2010",27020,"year2010_2013"
"Transportation occupations","Female","New York County","year2011",42153,"year2010_2013"
"Transportation occupations","Female","New York County","year2012",47622,"year2010_2013"
"Transportation occupations","Female","New York County","year2013",19141,"year2010_2013"
"Transportation occupations","Female","New York County","year2014",48203,"year2014_2016"
"Transportation occupations","Female","New York County","year2015",41675,"year2014_2016"
"Transportation occupations","Female","New York County","year2016",43432,"year2014_2016"
"Transportation occupations","Female","New York County","year2017",41145,"year2017_2019"
"Transportation occupations","Female","New York County","year2018",45173,"year2017_2019"
"Transportation occupations","Female","New York County","year2019",52193,"year2017_2019"
"Material moving occupations","Female","New York County","year2010",21067,"year2010_2013"
"Material moving occupations","Female","New York County","year2011",19168,"year2010_2013"
"Material moving occupations","Female","New York County","year2012",7021,"year2010_2013"
"Material moving occupations","Female","New York County","year2013",16995,"year2010_2013"
"Material moving occupations","Female","New York County","year2014",17940,"year2014_2016"
"Material moving occupations","Female","New York County","year2015",17927,"year2014_2016"
"Material moving occupations","Female","New York County","year2016",16447,"year2014_2016"
"Material moving occupations","Female","New York County","year2017",11989,"year2017_2019"
"Material moving occupations","Female","New York County","year2018",22980,"year2017_2019"
"Material moving occupations","Female","New York County","year2019",12307,"year2017_2019"
