"Occupations","Gender","Boroughs","year","Salary","year_range"
"Healthcare support occupations","Female","Bronx County","year2014",20263,"year2014_2016"
"Healthcare support occupations","Female","Bronx County","year2015",20479,"year2014_2016"
"Healthcare support occupations","Female","Bronx County","year2016",20186,"year2014_2016"
"Healthcare support occupations","Female","Bronx County","year2017",18474,"year2017_2019"
"Healthcare support occupations","Female","Bronx County","year2018",20120,"year2017_2019"
"Healthcare support occupations","Female","Bronx County","year2019",21581,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2010",17435,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2011",18065,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2012",21969,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2013",26987,"year2010_2013"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2014",20938,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2015",25637,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2016",18129,"year2014_2016"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2017",21257,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2018",26986,"year2017_2019"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Bronx County","year2019",25392,"year2017_2019"
"Law enforcement workers including supervisors","Female","Bronx County","year2010",60306,"year2010_2013"
"Law enforcement workers including supervisors","Female","Bronx County","year2011",32464,"year2010_2013"
"Law enforcement workers including supervisors","Female","Bronx County","year2012",62358,"year2010_2013"
"Law enforcement workers including supervisors","Female","Bronx County","year2013",52250,"year2010_2013"
"Law enforcement workers including supervisors","Female","Bronx County","year2014",51788,"year2014_2016"
"Law enforcement workers including supervisors","Female","Bronx County","year2015",68754,"year2014_2016"
"Law enforcement workers including supervisors","Female","Bronx County","year2016",58750,"year2014_2016"
"Law enforcement workers including supervisors","Female","Bronx County","year2017",80857,"year2017_2019"
"Law enforcement workers including supervisors","Female","Bronx County","year2018",56301,"year2017_2019"
"Law enforcement workers including supervisors","Female","Bronx County","year2019",50359,"year2017_2019"
"Food preparation and serving related occupations","Female","Bronx County","year2010",13199,"year2010_2013"
"Food preparation and serving related occupations","Female","Bronx County","year2011",15532,"year2010_2013"
"Food preparation and serving related occupations","Female","Bronx County","year2012",12914,"year2010_2013"
"Food preparation and serving related occupations","Female","Bronx County","year2013",15947,"year2010_2013"
"Food preparation and serving related occupations","Female","Bronx County","year2014",15457,"year2014_2016"
"Food preparation and serving related occupations","Female","Bronx County","year2015",15812,"year2014_2016"
"Food preparation and serving related occupations","Female","Bronx County","year2016",15845,"year2014_2016"
"Food preparation and serving related occupations","Female","Bronx County","year2017",17831,"year2017_2019"
"Food preparation and serving related occupations","Female","Bronx County","year2018",16820,"year2017_2019"
"Food preparation and serving related occupations","Female","Bronx County","year2019",20642,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2010",15825,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2011",14850,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2012",17613,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2013",17713,"year2010_2013"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2014",16578,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2015",16136,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2016",14904,"year2014_2016"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2017",16308,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2018",22461,"year2017_2019"
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2019",24151,"year2017_2019"
"Personal care and service occupations","Female","Bronx County","year2010",14790,"year2010_2013"
"Personal care and service occupations","Female","Bronx County","year2011",14557,"year2010_2013"
"Personal care and service occupations","Female","Bronx County","year2012",14529,"year2010_2013"
"Personal care and service occupations","Female","Bronx County","year2013",13051,"year2010_2013"
"Personal care and service occupations","Female","Bronx County","year2014",14119,"year2014_2016"
"Personal care and service occupations","Female","Bronx County","year2015",13995,"year2014_2016"
"Personal care and service occupations","Female","Bronx County","year2016",14800,"year2014_2016"
"Personal care and service occupations","Female","Bronx County","year2017",14984,"year2017_2019"
"Personal care and service occupations","Female","Bronx County","year2018",16002,"year2017_2019"
"Personal care and service occupations","Female","Bronx County","year2019",18361,"year2017_2019"
"Sales and related occupations","Female","Bronx County","year2010",13706,"year2010_2013"
"Sales and related occupations","Female","Bronx County","year2011",12999,"year2010_2013"
"Sales and related occupations","Female","Bronx County","year2012",14199,"year2010_2013"
"Sales and related occupations","Female","Bronx County","year2013",13470,"year2010_2013"
"Sales and related occupations","Female","Bronx County","year2014",15245,"year2014_2016"
"Sales and related occupations","Female","Bronx County","year2015",15231,"year2014_2016"
"Sales and related occupations","Female","Bronx County","year2016",16128,"year2014_2016"
"Sales and related occupations","Female","Bronx County","year2017",15631,"year2017_2019"
"Sales and related occupations","Female","Bronx County","year2018",16485,"year2017_2019"
"Sales and related occupations","Female","Bronx County","year2019",20209,"year2017_2019"
"Office and administrative support occupations","Female","Bronx County","year2010",32243,"year2010_2013"
"Office and administrative support occupations","Female","Bronx County","year2011",33050,"year2010_2013"
"Office and administrative support occupations","Female","Bronx County","year2012",35334,"year2010_2013"
"Office and administrative support occupations","Female","Bronx County","year2013",33388,"year2010_2013"
"Office and administrative support occupations","Female","Bronx County","year2014",33695,"year2014_2016"
"Office and administrative support occupations","Female","Bronx County","year2015",31199,"year2014_2016"
"Office and administrative support occupations","Female","Bronx County","year2016",34015,"year2014_2016"
"Office and administrative support occupations","Female","Bronx County","year2017",32159,"year2017_2019"
"Office and administrative support occupations","Female","Bronx County","year2018",35577,"year2017_2019"
"Office and administrative support occupations","Female","Bronx County","year2019",35554,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2010",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2011",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2012",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2013",NA,"year2010_2013"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2014",4288,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2015",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2016",NA,"year2014_2016"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2017",21164,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2018",NA,"year2017_2019"
"Farming, fishing, and forestry occupations","Female","Bronx County","year2019",22278,"year2017_2019"
"Construction and extraction occupations","Female","Bronx County","year2010",13790,"year2010_2013"
"Construction and extraction occupations","Female","Bronx County","year2011",41058,"year2010_2013"
"Construction and extraction occupations","Female","Bronx County","year2012",34386,"year2010_2013"
"Construction and extraction occupations","Female","Bronx County","year2013",52606,"year2010_2013"
"Construction and extraction occupations","Female","Bronx County","year2014",35273,"year2014_2016"
"Construction and extraction occupations","Female","Bronx County","year2015",33707,"year2014_2016"
"Construction and extraction occupations","Female","Bronx County","year2016",42030,"year2014_2016"
"Construction and extraction occupations","Female","Bronx County","year2017",56389,"year2017_2019"
"Construction and extraction occupations","Female","Bronx County","year2018",27004,"year2017_2019"
"Construction and extraction occupations","Female","Bronx County","year2019",51078,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2010",40174,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2011",10362,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2012",41494,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2013",32034,"year2010_2013"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2014",52281,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2015",46056,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2016",46051,"year2014_2016"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2017",50662,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2018",30128,"year2017_2019"
"Installation, maintenance, and repair occupations","Female","Bronx County","year2019",17872,"year2017_2019"
"Production occupations","Female","Bronx County","year2010",16567,"year2010_2013"
"Production occupations","Female","Bronx County","year2011",16554,"year2010_2013"
"Production occupations","Female","Bronx County","year2012",16027,"year2010_2013"
"Production occupations","Female","Bronx County","year2013",16579,"year2010_2013"
"Production occupations","Female","Bronx County","year2014",17171,"year2014_2016"
"Production occupations","Female","Bronx County","year2015",17223,"year2014_2016"
"Production occupations","Female","Bronx County","year2016",17446,"year2014_2016"
"Production occupations","Female","Bronx County","year2017",20896,"year2017_2019"
"Production occupations","Female","Bronx County","year2018",22887,"year2017_2019"
"Production occupations","Female","Bronx County","year2019",20998,"year2017_2019"
"Transportation occupations","Female","Bronx County","year2010",26867,"year2010_2013"
"Transportation occupations","Female","Bronx County","year2011",28477,"year2010_2013"
"Transportation occupations","Female","Bronx County","year2012",23998,"year2010_2013"
"Transportation occupations","Female","Bronx County","year2013",26497,"year2010_2013"
"Transportation occupations","Female","Bronx County","year2014",23258,"year2014_2016"
"Transportation occupations","Female","Bronx County","year2015",26764,"year2014_2016"
"Transportation occupations","Female","Bronx County","year2016",29633,"year2014_2016"
"Transportation occupations","Female","Bronx County","year2017",24163,"year2017_2019"
"Transportation occupations","Female","Bronx County","year2018",23831,"year2017_2019"
"Transportation occupations","Female","Bronx County","year2019",32327,"year2017_2019"
"Material moving occupations","Female","Bronx County","year2010",15878,"year2010_2013"
"Material moving occupations","Female","Bronx County","year2011",13516,"year2010_2013"
"Material moving occupations","Female","Bronx County","year2012",20898,"year2010_2013"
"Material moving occupations","Female","Bronx County","year2013",22787,"year2010_2013"
"Material moving occupations","Female","Bronx County","year2014",14539,"year2014_2016"
"Material moving occupations","Female","Bronx County","year2015",20236,"year2014_2016"
"Material moving occupations","Female","Bronx County","year2016",19350,"year2014_2016"
"Material moving occupations","Female","Bronx County","year2017",18945,"year2017_2019"
"Material moving occupations","Female","Bronx County","year2018",19808,"year2017_2019"
"Material moving occupations","Female","Bronx County","year2019",28052,"year2017_2019"
